"source","annot","assertionType","evidenceType","createdOn","exactText","modality","statementType","drug1Lab","drug1Type","drug1Role","dose1","drug2Lab","drug2Type","drug2Role","dose2","numOfParticipants","auc"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:BA89B1CB-1FE1-4065-A319-517551CE67F8","drug-drug-interaction","evidence-supports","2015-06-19 11:07:23 -0400","Coadministration of oral contraceptives, diazepam, phenytoin, or quinidine did not seem to change the pharmacokinetic profile of esomeprazole","ncit:negative","ncit:Qualitative","esomeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,"quinidine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5d103551-978f-472a-9c62-51e6e4dea068.html","urn:domeoclient:uuid:BA7CEFC5-C16D-45AB-90AE-2F8C30FC9D3B","drug-drug-interaction","evidence-supports","2015-06-18 15:53:26 -0400","7.2 Warfarin\nThere have been reports of increased INR and prothrombin time in patients receiving proton pump inhibitors, including rabeprazole, and warfarin concomitantly. Increases in INR and prothrombin time may lead to abnormal bleeding and even death [see Warnings and Precautions (5.2)].","ncit:positive","ncit:Qualitative","warfarin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"rabeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:B55F4B0E-9FE1-4AD3-90C2-B9641F3D979E","drug-drug-interaction","evidence-supports","2015-06-19 10:54:04 -0400","In vitro and in vivo studies have shown that esomeprazole is not likely to inhibit CYPs 1A2, 2A6, 2C9, 2D6, 2E1 and 3A4. No clinically relevant interactions with drugs metabolized by these CYP enzymes would be expected. Drug interaction studies have shown that esomeprazole does not have any clinically significant interactions with phenytoin, warfarin, quinidine, clarithromycin or amoxicillin. Postmarketing reports of changes in prothrombin measures have been received among patients on concomitant warfarin and esomeprazole therapy. Increases in INR and prothrombin time may lead to abnormal bleeding and even death. Patients treated with proton pump inhibitors and warfarin concomitantly may need to be monitored for increases in INR and prothrombin time","ncit:negative","ncit:Qualitative","quinidine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,"esomeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:ADABFCE1-7DA7-4F72-85A4-6FAB377530D4","drug-drug-interaction","evidence-supports","2015-06-19 11:06:23 -0400","Coadministration of oral contraceptives, diazepam, phenytoin, or quinidine did not seem to change the pharmacokinetic profile of esomeprazole","ncit:negative","ncit:Qualitative","esomeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,"diazepam","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:AB6DBC9C-8744-4E60-91FA-B7E89E17B3D8","drug-drug-interaction","evidence-supports","2015-06-26 14:47:06 -0400","Concomitant use of atazanavir and proton pump inhibitors is not recommended. Coadministration of atazanavir with proton pump inhibitors is expected to substantially decrease atazanavir plasma concentrations and thereby reduce its therapeutic effect.","ncit:positive","ncit:Qualitative","proton pump inhibitors","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-group","dikbD2R:precipitant-drug-of-interaction",,"atazanavir","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5d103551-978f-472a-9c62-51e6e4dea068.html","urn:domeoclient:uuid:A7B76179-9CF7-4A07-A0D3-E83B14BC7676","drug-drug-interaction","evidence-supports","2015-06-18 16:05:14 -0400","7.8 Clopidogrel\nConcomitant administration of rabeprazole and clopidogrel in healthy subjects had no clinically meaningful effect on exposure to the active metabolite of clopidogrel [see Clinical Pharmacology (12.3)]. No dose adjustment of clopidogrel is necessary when administered with an approved dose of ACIPHEX.","ncit:negative","ncit:Qualitative","clopidogrel","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"rabeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,,
"	http://dbmi-icode-01.dbmi.pitt.edu/DDI-labels/d89017aa-b8c3-4fd2-8e68-44e2cfd6f290.html","urn:domeoclient:uuid:A638709D-ADC4-4F10-9766-A87EB2D9C172","drug-drug-interaction","evidence-supports","2015-06-24 14:57:44 -0400","In patients treated with potent inducers of CYP3A4 (i.e., phenytoin, carbamazepine, and rifampin), the clearance of ondansetron was significantly increased and ondansetron blood concentrations were decreased. However, on the basis of available data, no dosage adjustment for ondansetron is recommended for patients on these drugs","ncit:positive","ncit:Qualitative","carbamazepine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"ondansetron","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5d103551-978f-472a-9c62-51e6e4dea068.html","urn:domeoclient:uuid:9A93244B-B29F-4731-81CE-6A5BB7531ED2","drug-drug-interaction","evidence-supports","2015-06-18 16:03:26 -0400","7.6 Combined Administration with Clarithromycin\nCombined administration consisting of rabeprazole, amoxicillin, and clarithromycin resulted in increases in plasma concentrations of rabeprazole and 14-hydroxyclarithromycin [see Clinical Pharmacology (12.3)].","ncit:positive","ncit:Qualitative","rabeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,"amoxicillin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5d103551-978f-472a-9c62-51e6e4dea068.html","urn:domeoclient:uuid:979A2048-B848-4C06-B910-9ED52FDE4CEA","drug-drug-interaction","evidence-supports","2015-06-18 16:01:56 -0400","Co-administration of PPIs in healthy subjects and in transplant patients receiving MMF has been reported to reduce the exposure to the active metabolite, mycophenolic acid (MPA), possibly due to a decrease in MMF solubility at an increased gastric pH. The clinical relevance of reduced MPA exposure on organ rejection has not been established in transplant patients receiving PPIs and MMF. Use ACIPHEX with caution in transplant patients receiving MMF.","ncit:positive","ncit:Qualitative","MMF","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"ACIPHEX","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product","dikbD2R:object-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:89E147C9-6A2A-417F-BDAC-0639C2DBEDB7","drug-drug-interaction","evidence-supports","2015-06-19 11:06:02 -0400"," Coadministration of oral contraceptives, diazepam, phenytoin, or quinidine did not seem to change the pharmacokinetic profile of esomeprazole.","ncit:negative","ncit:Qualitative","oral contraceptives","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-group","dikbD2R:precipitant-drug-of-interaction",,"esomeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5d103551-978f-472a-9c62-51e6e4dea068.html","urn:domeoclient:uuid:86F21B0D-4E53-4259-9F6B-2D629026A512","drug-drug-interaction","evidence-supports","2015-06-18 15:51:34 -0400","7.1 Drugs Metabolized by CYP450\nRabeprazole is metabolized by the cytochrome P450 (CYP450) drug metabolizing enzyme system. Studies in healthy subjects have shown that rabeprazole does not have clinically significant interactions with other drugs metabolized by the CYP450 system, such as warfarin and theophylline given as single oral doses, diazepam as a single intravenous dose, and phenytoin given as a single intravenous dose (with supplemental oral dosing). Steady state interactions of rabeprazole and other drugs metabolized by this enzyme system have not been studied in patients.","ncit:negative","ncit:Qualitative","rabeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,"warfarin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,
"	http://dbmi-icode-01.dbmi.pitt.edu/DDI-labels/d89017aa-b8c3-4fd2-8e68-44e2cfd6f290.html","urn:domeoclient:uuid:84541557-8858-4DFE-9A06-2D5E4353F6D9","drug-drug-interaction","evidence-supports","2015-06-24 14:59:26 -0400","Serotonergic Drugs\nSerotonin syndrome (including altered mental status, autonomic instability, and neuromuscular symptoms) has been described following the concomitant use of 5-HT3 receptor antagonists and other serotonergic drugs, including selective serotonin reuptake inhibitors (SSRIs) and serotonin and noradrenaline reuptake inhibitors (SNRIs)","ncit:positive","ncit:Qualitative","serotonergic drugs","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-group","dikbD2R:precipitant-drug-of-interaction",,"5-HT3 receptor antagonists","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-group","dikbD2R:object-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:823D0C85-027B-4821-B556-F07B100A7A26","drug-drug-interaction","evidence-supports","2015-06-19 11:58:46 -0400","Esomeprazole inhibits gastric acid secretion. Therefore, esomeprazole may interfere with the absorption of drugs where gastric pH is an important determinant of bioavailability. Like with other drugs that decrease the intragastric acidity, the absorption of drugs such as ketoconazole, atazanavir, iron salts, and erlotinib can decrease, while the absorption of drugs such as digoxin can increase during treatment with esomeprazole. Concomitant treatment with omeprazole (20 mg daily) and digoxin in healthy subjects increased the bioavailability of digoxin by 10% (30% in two subjects). Esomeprazole is an enantiomer of omeprazole. Coadministration of digoxin with esomeprazole is expected to increase the systemic exposure of digoxin. Therefore, patients may need to be monitored when digoxin is taken concomitantly with esomeprazole","ncit:positive","ncit:Qualitative","esomeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"atazanavir","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:7F8C8555-4324-48EE-B5F9-0A604F2434B8","drug-drug-interaction","evidence-supports","2015-06-19 11:03:03 -0400","Concomitant administration of esomeprazole and a combined inhibitor of CYP2C19 and CYP3A4, such as voriconazole, may result in more than doubling of the esomeprazole exposure. Dose adjustment of esomeprazole is not normally required for the recommended doses. However, in patients who may require higher doses, dose adjustment may be considered","ncit:positive","ncit:Qualitative","voriconazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"esomeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:7D8DBD95-E7EC-41A5-8EB2-6248BF6AC764","drug-drug-interaction","evidence-supports","2015-06-19 10:54:38 -0400","In vitro and in vivo studies have shown that esomeprazole is not likely to inhibit CYPs 1A2, 2A6, 2C9, 2D6, 2E1 and 3A4. No clinically relevant interactions with drugs metabolized by these CYP enzymes would be expected. Drug interaction studies have shown that esomeprazole does not have any clinically significant interactions with phenytoin, warfarin, quinidine, clarithromycin or amoxicillin. Postmarketing reports of changes in prothrombin measures have been received among patients on concomitant warfarin and esomeprazole therapy. Increases in INR and prothrombin time may lead to abnormal bleeding and even death. Patients treated with proton pump inhibitors and warfarin concomitantly may need to be monitored for increases in INR and prothrombin time","ncit:negative","ncit:Qualitative","amoxicillin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,"esomeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:758904B8-504D-450A-B6A3-6CF8B5796E67","drug-drug-interaction","evidence-supports","2015-06-19 11:59:05 -0400","Esomeprazole inhibits gastric acid secretion. Therefore, esomeprazole may interfere with the absorption of drugs where gastric pH is an important determinant of bioavailability. Like with other drugs that decrease the intragastric acidity, the absorption of drugs such as ketoconazole, atazanavir, iron salts, and erlotinib can decrease, while the absorption of drugs such as digoxin can increase during treatment with esomeprazole. Concomitant treatment with omeprazole (20 mg daily) and digoxin in healthy subjects increased the bioavailability of digoxin by 10% (30% in two subjects). Esomeprazole is an enantiomer of omeprazole. Coadministration of digoxin with esomeprazole is expected to increase the systemic exposure of digoxin. Therefore, patients may need to be monitored when digoxin is taken concomitantly with esomeprazole","ncit:positive","ncit:Qualitative","esomeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"erlotinib","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:75546D73-270F-49E1-8CEC-3974DDE6192E","drug-drug-interaction","evidence-supports","2015-06-19 11:06:41 -0400","Coadministration of oral contraceptives, diazepam, phenytoin, or quinidine did not seem to change the pharmacokinetic profile of esomeprazole","ncit:negative","ncit:Qualitative","phenytoin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"esomeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:747EEA37-1BAD-420C-B886-395117292C86","increase-auc","evidence-supports","2015-06-19 11:01:40 -0400","Omeprazole acts as an inhibitor of CYP2C19. Omeprazole, given in doses of 40 mg daily for one week to 20 healthy subjects in cross-over study, increased Cmax and AUC of cilostazol by 18% and 26%, respectively. Cmax and AUC of one of its active metabolites, 3,4-dihydro-cilostazol, which has 4 to 7 times the activity of cilostazol, were increased by 29% and 69%, respectively. Coadministration of cilostazol with esomeprazole is expected to increase concentrations of cilostazol and its above mentioned active metabolite. Therefore, a dose reduction of cilostazol from 100 mg twice daily to 50 mg twice daily should be considered","ncit:positive","ncit:quantitative","3,4-dihydro-cilostazol","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite","dikbD2R:object-drug-of-interaction","0.04","Omeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","Unk","20","69%"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:6E9D94E2-E221-47BE-91E9-50195D6774EB","drug-drug-interaction","evidence-supports","2015-06-19 11:05:16 -0400","Drugs known to induce CYP2C19 or CYP3A4 (such as rifampin) may lead to decreased esomeprazole serum levels. Omeprazole, of which esomeprazole is an enantiomer, has been reported to interact with St. John’s wort, an inducer of CYP3A4. In a cross-over study in 12 healthy male subjects, St John’s wort (300 mg three times daily for 14 days) significantly decreased the systemic exposure of omeprazole in CYP2C19 poor metabolizers (Cmax and AUC decreased by 37.5% and 37.9%, respectively) and extensive metabolizers (Cmax and AUC decreased by 49.6% and 43.9%, respectively). Avoid concomitant use of St. John’s Wort or rifampin with esomeprazole sodium. \n Coadministration of oral contraceptives, diazepam, phenytoin, or quinidine did not seem to change the pharmacokinetic profile of esomeprazole","ncit:positive","ncit:Qualitative","Omeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,"St. John’s wort","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product","dikbD2R:precipitant-drug-of-interaction",,,
"	http://dbmi-icode-01.dbmi.pitt.edu/DDI-labels/d89017aa-b8c3-4fd2-8e68-44e2cfd6f290.html","urn:domeoclient:uuid:67D435F1-479E-4E0E-912D-E4796C8C5793","drug-drug-interaction","evidence-supports","2015-06-24 15:02:09 -0400","Ondansetron does not alter the respiratory depressant effects produced by alfentanil or the degree of neuromuscular blockade produced by atracurium. Interactions with general or local anesthetics have not been studied","ncit:negative","ncit:Qualitative","atracurium","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,"Ondansetron","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/069d7015-a2e4-4dbb-8255-2172e22a6300.html","urn:domeoclient:uuid:5DBC4FFF-CF59-4271-9232-F1AF092163B8","drug-drug-interaction","evidence-supports","2015-06-19 11:54:44 -0400","Omeprazole has been reported to interact with some antiretroviral drugs. The clinical importance and the mechanisms behind these interactions are not always known. Increased gastric pH during omeprazole treatment may change the absorption of the antiretroviral drug. Other possible interaction mechanisms are via CYP2C19. For some antiretroviral drugs, such as atazanavir and nelfinavir, decreased serum levels have been reported when given together with omeprazole. Following multiple doses of nelfinavir (1250 mg, twice daily) and omeprazole (40 mg daily), AUC was decreased by 36% and 92%, Cmax by 37% and 89% and Cmin by 39% and 75%, respectively, for nelfinavir and M8. Following multiple doses of atazanavir (400 mg daily) and omeprazole (40 mg daily, 2 hr before atazanavir), AUC was decreased by 94%, Cmax by 96%, and Cmin by 95%. Concomitant administration with omeprazole and drugs such as atazanavir and nelfinavir is therefore not recommended. For other antiretroviral drugs, such as saquinavir, elevated serum levels have been reported with an increase in AUC by 82%, in Cmax by 75% and in Cmin by 106% following multiple dosing of saquinavir/ritonavir (1,000 mg/100 mg) twice daily for 15 days with omeprazole 40 mg daily coadministered days 11 to 15. Dose reduction of saquinavir should be considered from the safety perspective for individual patients. There are also some antiretroviral drugs of which unchanged serum levels have been reported when given with omeprazole.","ncit:positive","ncit:Qualitative","omeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"nelfinavir","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction",,,
